order_id,order_date,customer_id,customer_name,email,country,city,acquisition_channel,product_name,category,quantity,unit_price,discount_pct,shipping_cost,tax,payment_method,order_status,delivery_days,return_reason
ORD-100015,2024-08-13,C-10319,Oliver Miller,oliver.miller79@email.com,AU,Sydney,Direct,Winter Coat,Clothing,1,85.77,0,10.22,8.46,PayPal,Cancelled,,
ORD-100016,2025-03-08,C-10403,Marie Martin,marie.martin66@email.com,UK,Manchester,Paid Search,Sneakers,Clothing,1,46.18,0,5.76,3.41,Credit Card,Processing,,
ORD-100019,2025-04-01,C-10003,Benjamin Ahmed,benjamin.ahmed97@email.com,FR,Paris,Organic Search,Yoga Pants,Clothing,2,89.66,5,4.47,9.11,Apple Pay,Cancelled,,
ORD-100020,2025-01-19,C-10895,William Taylor,william.taylor82@email.com,AU,Brisbane,Direct,Webcam HD,Electronics,1,126.9,10,10.97,8.78,Credit Card,Delivered,14,
ORD-100021,2024-12-27,C-11178,Charlotte Brown,charlotte.brown33@email.com,US,Dallas,Social Media,Phone Case,Electronics,1,98.74,30,0,5.52,PayPal,Delivered,7,
ORD-100022,2025-02-23,C-10338,Oliver Lee,oliver.lee63@email.com,AU,Melbourne,Social Media,Water Bottle,Home & Kitchen,1,62.3,25,10.81,3.79,Apple Pay,Cancelled,,
ORD-100023,2025-04-21,C-10867,Mason Singh,mason.singh32@email.com,UK,Leeds,Referral,Air Fryer,Home & Kitchen,1,55.66,0,5.44,3.45,Apple Pay,Delivered,4,
ORD-100024,2024-08-24,C-10300,William Müller,william.müller66@email.com,US,New York,Direct,Hair Serum,Beauty,2,34.23,10,5.53,4.49,Credit Card,Delivered,12,
ORD-100025,2025-04-18,C-10706,Mason Nguyen,mason.nguyen47@email.com,CA,Toronto,Direct,Bluetooth Speaker,Electronics,1,144.39,0,11.32,10.95,PayPal,Cancelled,,
ORD-100027,2024-08-28,C-10605,Hans Thompson,hans.thompson35@email.com,US,Chicago,Direct,Smart Watch,Electronics,3,139.54,25,4.17,23.97,PayPal,Shipped,,
ORD-100029,2024-12-18,C-10232,James Clark,james.clark23@email.com,UK,London,Social Media,Water Bottle,Home & Kitchen,1,62.41,10,,2.93,Debit Card,Returned,,Late Delivery
ORD-100030,2025-02-15,C-10951,Raj Williams,raj.williams73@email.com,US,Phoenix,Paid Search,Foam Roller,Sports,2,25.89,10,7.91,2.9,Debit Card,Processing,,
ORD-100032,2024-08-27,C-10667,Olivia Harris,olivia.harris36@email.com,AU,Melbourne,Referral,Webcam HD,Electronics,1,77.75,0,10.18,7.22,Credit Card,Cancelled,,
ORD-100033,2025-01-21,C-10780,Charlotte Nguyen,charlotte.nguyen91@email.com,US,New York,Social Media,Webcam HD,Electronics,1,66.41,0,12.16,5.44,Google Pay,Delivered,4,
ORD-100034,2024-09-15,C-11140,Sophia Brown,sophia.brown71@email.com,UK,London,Email,Denim Jacket,Clothing,2,70.71,0,10.79,12.41,Debit Card,Returned,,Changed Mind
ORD-100035,2025-02-18,C-10257,Amelia Clark,amelia.clark39@email.com,US,New York,Organic Search,Water Bottle,Sports,1,27.3,10,7.13,1.25,Google Pay,Processing,,
ORD-100036,2024-09-09,C-10837,Logan Kim,logan.kim40@email.com,UK,Manchester,Social Media,Webcam HD,Electronics,1,43.31,20,4.35,1.87,Debit Card,Delivered,13,
ORD-100037,2024-12-12,C-10456,Chen Brown,chen.brown47@email.com,UK,Manchester,Paid Search,Polo Shirt,Clothing,1,111.02,0,5.25,10.93,PayPal,Delivered,4,
ORD-100038,2024-11-12,C-10091,Omar Dubois,omar.dubois45@email.com,US,Dallas,Organic Search,Foam Roller,Sports,2,53.43,0,0,5.55,Apple Pay,Delivered,7,
ORD-100039,2024-12-25,C-11099,Yuki Singh,yuki.singh22@email.com,US,Dallas,Referral,Eye Cream,Beauty,3,14.47,0,12.28,3.94,Google Pay,Delivered,13,
ORD-100041,2025-03-10,C-10153,Wei Martinez,wei.martinez53@email.com,US,LA,Email,Jump Rope,Sports,2,57.17,25,0,6.32,Debit Card,Delivered,11,
ORD-100043,2025-06-15,C-10598,Benjamin Ahmed,benjamin.ahmed78@email.com,CA,Montreal,Email,Running Shoes,Clothing,1,111.25,5,11.05,9.93,PayPal,Delivered,6,
ORD-100044,2024-10-10,C-10364,Isabella Patel,isabella.patel89@email.com,US,Chicago,Organic Search,USB-C Hub,Electronics,1,52.72,25,4.01,3.3,Debit Card,Cancelled,,
ORD-100045,2025-03-02,C-10645,Noah Dubois,noah.dubois31@email.com,US,Chicago,Email,Bluetooth Speaker,Electronics,2,82.38,0,10.94,11.58,Google Pay,Delivered,12,
ORD-100046,2024-09-01,C-10166,Isabella Davis,isabella.davis40@email.com,US,New York,Organic Search,Yoga Pants,Clothing,2,105.93,5,9.92,15.84,Debit Card,Delivered,3,
ORD-100047,2025-02-05,C-10066,Fatima Kumar,fatima.kumar31@email.com,US,Dallas,Social Media,Throw Blanket,Home & Kitchen,1,74.62,5,10.21,3.87,Google Pay,Cancelled,,
ORD-100048,2025-03-22,C-10396,Amelia Garcia,amelia.garcia70@email.com,DE,Berlin,Email,Kitchen Scale,Home & Kitchen,1,88.99,0,5.64,8.66,Debit Card,Cancelled,,
ORD-100049,2024-08-28,C-10150,Sophia Miller,sophia.miller10@email.com,DE,Munich,Social Media,Resistance Bands,Sports,1,59.84,0,9.42,5.0,PayPal,Delivered,14,
ORD-100050,2025-04-13,C-11138,Ava White,ava.white18@email.com,US,Phoenix,Paid Search,Running Shoes,Clothing,1,42.75,0,8.52,3.74,PayPal,Delivered,10,
ORD-100051,2024-12-07,C-10785,Logan Smith,logan.smith88@email.com,FR,Marseille,Email,Phone Case,Electronics,1,79.39,0,11.12,6.12,Debit Card,Shipped,,
ORD-100052,2024-10-30,C-10196,Logan Garcia,logan.garcia57@email.com,AU,Sydney,Organic Search,Winter Coat,Clothing,1,92.81,5,5.93,4.85,Credit Card,Delivered,8,
ORD-100053,2025-02-21,C-10169,Omar Tanaka,omar.tanaka37@email.com,DE,Frankfurt,Direct,Sheet Masks,Beauty,2,12.05,0,10.73,2.12,PayPal,Cancelled,,
ORD-100054,2024-09-15,C-11119,Isabella Müller,isabella.müller25@email.com,US,Chicago,Organic Search,Lip Balm Set,Beauty,1,16.89,0,5.19,1.32,Google Pay,Delivered,2,
ORD-100055,2024-12-25,C-10139,Lucas Moore,lucas.moore43@email.com,US,Houston,Paid Search,Coffee Maker,Home & Kitchen,1,42.56,0,10.77,4.08,Debit Card,Delivered,4,
ORD-100056,2024-10-03,C-10526,Hans Tanaka,hans.tanaka78@email.com,US,Austin,Email,Kitchen Scale,Home & Kitchen,2,30.7,0,0,3.32,PayPal,Processing,,
ORD-100057,2024-11-22,C-10551,Omar Müller,omar.müller90@email.com,US,LA,Organic Search,Phone Case,Electronics,2,32.4,0,6.9,4.6,Debit Card,Processing,,
ORD-100058,2025-05-05,C-10055,Wei Williams,wei.williams55@email.com,UK,Manchester,Social Media,Coffee Maker,Home & Kitchen,1,81.38,15,9.81,4.22,Credit Card,Shipped,,
ORD-100059,2024-12-04,C-11028,Hans Kim,hans.kim21@email.com,US,Austin,Direct,Lip Balm Set,Beauty,1,29.98,0,5.1,2.68,Google Pay,Delivered,2,
ORD-100060,2025-02-03,C-10364,Isabella Patel,isabella.patel89@email.com,US,Chicago,Organic Search,Water Bottle,Home & Kitchen,1,35.12,0,9.51,2.9,PayPal,Delivered,11,
ORD-100062,2024-08-01,C-10280,Olivia Kim,olivia.kim60@email.com,US,LA,Referral,Portable Charger,Electronics,1,90.96,0,,6.87,PayPal,Delivered,4,
ORD-100063,2024-09-29,C-11097,Noah Brown,noah.brown73@email.com,US,Dallas,Social Media,Wireless Earbuds,Electronics,3,130.01,30,4.64,20.66,Debit Card,Cancelled,,
ORD-100064,2025-01-20,C-10986,Amelia Martin,amelia.martin39@email.com,US,Chicago,Organic Search,Webcam HD,Electronics,1,64.7,0,7.91,5.36,Debit Card,Cancelled,,
ORD-100065,2024-07-22,C-10187,Ava Thompson,ava.thompson63@email.com,AU,Brisbane,Paid Search,Bluetooth Speaker,Electronics,1,143.73,10,0,12.54,Google Pay,Processing,,
ORD-100066,2024-11-01,C-10935,Lucas Chen,lucas.chen40@email.com,CA,Vancouver,Organic Search,Coffee Maker,Home & Kitchen,1,78.8,0,0,7.69,Google Pay,Delivered,8,
ORD-100067,2024-12-03,C-10082,Lucas Tanaka,lucas.tanaka64@email.com,US,Austin,Referral,Throw Blanket,Home & Kitchen,2,81.39,0,8.95,10.43,Google Pay,Shipped,,
ORD-100068,2024-12-02,C-11127,Priya Brown,priya.brown74@email.com,US,New York,Social Media,Hair Serum,Beauty,1,41.12,0,6.86,3.73,Google Pay,Delivered,5,
ORD-100069,2025-03-12,C-11195,William Smith,william.smith14@email.com,CA,Vancouver,Direct,Wireless Earbuds,Electronics,3,66.08,0,10.44,16.7,PayPal,Delivered,14,
ORD-100070,2024-07-22,C-10058,Marie Davis,marie.davis77@email.com,CA,Calgary,Referral,Portable Charger,Electronics,2,47.43,5,12.4,8.94,Google Pay,Shipped,,
ORD-100071,2025-01-05,C-11069,Olivia Martinez,olivia.martinez67@email.com,DE,Munich,Organic Search,Eye Cream,Beauty,1,49.88,0,5.41,3.59,Debit Card,Shipped,,
ORD-100072,2025-05-26,C-10827,Mia Miller,mia.miller38@email.com,DE,Hamburg,Organic Search,Coffee Maker,Home & Kitchen,1,34.24,15,6.8,2.82,PayPal,Delivered,12,
ORD-100073,2024-07-01,C-10261,Sophia White,sophia.white94@email.com,FR,Marseille,Organic Search,Water Bottle,Home & Kitchen,1,81.47,0,6.98,5.5,Apple Pay,Shipped,,
ORD-100074,2025-02-18,C-11004,Marie Brown,marie.brown11@email.com,US,Houston,Direct,Phone Case,Electronics,2,90.06,0,11.67,13.67,Google Pay,Delivered,5,
ORD-100075,2024-07-15,C-10192,Hans Chen,hans.chen99@email.com,UK,Manchester,Social Media,Sports Towel,Sports,1,34.19,0,9.17,2.4,PayPal,Shipped,,
ORD-100076,2024-07-22,C-11139,James Davis,james.davis23@email.com,IN,Delhi,Paid Search,Phone Case,Electronics,1,50.63,0,9.94,2.75,Google Pay,Cancelled,,
ORD-100077,2025-06-29,C-11070,Mia Patel,mia.patel66@email.com,IN,Mumbai,Social Media,Bluetooth Speaker,Electronics,3,71.07,5,8.32,19.2,Apple Pay,Delivered,14,
ORD-100078,2025-01-14,C-10893,Mia Thompson,mia.thompson46@email.com,US,Houston,Paid Search,Cotton T-Shirt,Clothing,1,51.33,0,7.03,3.56,PayPal,Delivered,12,
ORD-100079,2025-04-04,C-10733,Mia Lee,mia.lee95@email.com,DE,Hamburg,Direct,Yoga Mat,Sports,1,46.39,5,5.16,3.23,Credit Card,Returned,,Defective
ORD-100080,2024-09-26,C-10571,Amelia Kim,amelia.kim85@email.com,AU,Brisbane,Social Media,Phone Case,Electronics,1,144.96,5,4.03,8.29,Credit Card,Returned,,Defective
ORD-100081,2024-07-23,C-11176,Hans Jackson,hans.jackson35@email.com,IN,Mumbai,Email,Portable Charger,Electronics,1,114.76,20,12.1,6.01,Credit Card,Delivered,14,
ORD-100082,2025-01-07,C-10655,Mason Brown,mason.brown12@email.com,US,Dallas,Paid Search,Cutting Board,Home & Kitchen,4,38.74,0,11.82,8.79,Google Pay,Delivered,6,
ORD-100084,2025-03-10,C-10625,Mia Williams,mia.williams50@email.com,CA,Montreal,Organic Search,Sports Towel,Sports,3,79.24,0,12.59,21.65,Debit Card,Delivered,14,
ORD-100085,2024-09-27,C-10478,William Jackson,william.jackson76@email.com,US,Austin,Email,Smart Watch,Electronics,4,134.63,15,10.37,26.35,Google Pay,Delivered,6,
ORD-100086,2024-10-14,C-10661,James Smith,james.smith24@email.com,US,Chicago,Email,Dumbbell Set,Sports,2,69.62,15,9.67,9.17,PayPal,Cancelled,,
ORD-100087,2024-07-07,C-10872,Mason Patel,mason.patel33@email.com,US,Austin,Organic Search,Polo Shirt,Clothing,3,86.91,10,0,12.44,Apple Pay,Returned,,Wrong Size
ORD-100088,2024-10-14,C-11078,Harper Garcia,harper.garcia32@email.com,US,Austin,Organic Search,Desk Lamp,Home & Kitchen,1,38.64,0,5.47,3.68,Apple Pay,Delivered,6,
ORD-100089,2024-07-03,C-10568,Hans Clark,hans.clark58@email.com,US,New York,Organic Search,Denim Jacket,Clothing,1,84.48,0,12.74,5.88,PayPal,Cancelled,,
ORD-100090,2025-01-14,C-10260,Fatima Moore,fatima.moore22@email.com,US,New York,Social Media,Eye Cream,Beauty,4,34.63,10,0,12.27,Debit Card,Shipped,,
ORD-100091,2024-07-08,C-10741,Amelia Kim,amelia.kim91@email.com,DE,Munich,Email,Hair Serum,Beauty,1,18.58,25,4.0,1.21,Debit Card,Shipped,,
ORD-100092,2025-01-03,C-10741,Amelia Kim,amelia.kim91@email.com,DE,Munich,Email,USB-C Hub,Electronics,1,40.06,0,8.13,3.67,Debit Card,Delivered,4,
ORD-100094,2024-12-08,C-11079,Mia Chen,mia.chen38@email.com,US,Houston,Organic Search,Winter Coat,Clothing,2,113.53,5,12.05,16.22,Apple Pay,Delivered,4,
ORD-100095,2024-11-17,C-10204,Mason Jackson,mason.jackson36@email.com,US,Phoenix,Paid Search,Lip Balm Set,Beauty,1,33.63,5,5.05,2.53,Debit Card,Cancelled,,
ORD-100096,2024-07-20,C-10273,Amelia Chen,amelia.chen64@email.com,DE,Frankfurt,Organic Search,USB-C Hub,Electronics,3,111.78,25,0,20.91,Credit Card,Delivered,5,
ORD-100097,2024-11-10,C-10251,Isabella Moore,isabella.moore67@email.com,US,Chicago,Paid Search,Face Moisturizer,Beauty,1,39.52,10,0,2.55,Credit Card,Processing,,
ORD-100098,2024-11-11,C-10599,Sophia Miller,sophia.miller57@email.com,FR,Paris,Organic Search,Air Fryer,Home & Kitchen,1,67.59,0,0,4.06,Credit Card,Processing,,
ORD-100099,2024-11-07,C-10831,Lucas Thomas,lucas.thomas97@email.com,US,New York,Email,Sunscreen SPF50,Beauty,2,39.3,0,6.16,5.05,Credit Card,Cancelled,,
ORD-100100,2024-09-06,C-10087,Noah Chen,noah.chen37@email.com,US,LA,Email,Sneakers,Clothing,1,50.18,0,9.27,3.4,Debit Card,Delivered,10,
ORD-100101,2025-04-10,C-10449,William White,william.white95@email.com,UK,Leeds,Email,Hair Serum,Beauty,1,57.8,20,6.66,3.05,Credit Card,Delivered,2,
ORD-100102,2025-05-16,C-10260,Fatima Moore,fatima.moore22@email.com,US,New York,Social Media,Sheet Masks,Beauty,2,12.94,10,0,1.87,Google Pay,Cancelled,,
ORD-100103,2025-04-12,C-10350,James Clark,james.clark19@email.com,FR,Lyon,Email,Winter Coat,Clothing,2,80.83,30,10.21,9.24,Google Pay,Delivered,8,
ORD-100104,2024-11-26,C-10799,Isabella Nguyen,isabella.nguyen66@email.com,CA,Vancouver,Organic Search,Body Lotion,Beauty,2,12.53,0,5.48,2.25,Credit Card,Delivered,10,
ORD-100105,2024-12-04,C-11079,Mia Chen,mia.chen38@email.com,US,Houston,Organic Search,Cutting Board,Home & Kitchen,1,55.65,20,9.6,3.91,Debit Card,Delivered,4,
ORD-100106,2024-07-10,C-10414,Fatima Tanaka,fatima.tanaka46@email.com,CA,Toronto,Direct,Air Fryer,Home & Kitchen,1,55.54,0,6.43,3.18,PayPal,Delivered,13,
ORD-100107,2024-11-12,C-10366,James Singh,james.singh82@email.com,US,Houston,Email,Yoga Pants,Clothing,1,46.57,10,11.65,3.15,Apple Pay,Delivered,9,
ORD-100108,2025-03-23,C-10026,Emma Kumar,emma.kumar98@email.com,US,Chicago,Referral,Webcam HD,Electronics,4,54.17,20,9.39,14.87,Debit Card,Delivered,10,
ORD-100109,2024-07-12,C-10858,Mason Brown,mason.brown90@email.com,DE,Hamburg,Paid Search,Lip Balm Set,Beauty,1,51.85,15,,4.27,Debit Card,Cancelled,,
ORD-100110,2025-01-09,C-10246,Wei Smith,wei.smith13@email.com,US,Houston,Paid Search,Air Fryer,Home & Kitchen,2,82.5,0,10.96,15.06,Apple Pay,Delivered,2,
ORD-100111,2024-10-04,C-10617,Mason White,mason.white45@email.com,US,Austin,Email,Kitchen Scale,Home & Kitchen,1,67.64,0,0,3.93,Debit Card,Delivered,9,
ORD-100114,2025-01-18,C-10102,Mason Clark,mason.clark37@email.com,US,Chicago,Organic Search,Sneakers,Clothing,2,38.97,0,11.89,6.95,Google Pay,Delivered,2,
ORD-100115,2025-06-06,C-10994,Isabella Brown,isabella.brown57@email.com,IN,Mumbai,Organic Search,Yoga Mat,Sports,1,59.97,0,9.14,3.91,PayPal,Processing,,
ORD-100117,2025-05-06,C-10023,Omar Taylor,omar.taylor78@email.com,FR,Paris,Referral,USB-C Hub,Electronics,2,48.91,15,8.33,7.33,Google Pay,Shipped,,
ORD-100118,2024-07-12,C-10562,Marie Tanaka,marie.tanaka18@email.com,UK,London,Paid Search,Polo Shirt,Clothing,1,103.17,0,,5.48,Apple Pay,Returned,,Wrong Size
ORD-100119,2024-07-31,C-10806,Raj White,raj.white35@email.com,US,Phoenix,Social Media,Bluetooth Speaker,Electronics,1,60.8,30,10.83,4.25,Credit Card,Cancelled,,
ORD-100120,2025-01-14,C-11045,Benjamin Jones,benjamin.jones66@email.com,AU,Brisbane,Direct,Eye Cream,Beauty,1,16.77,0,0,1.46,PayPal,Delivered,14,
ORD-100123,2025-05-21,C-10545,Lucas Dubois,lucas.dubois34@email.com,US,New York,Paid Search,Cotton T-Shirt,Clothing,2,25.49,20,9.61,4.0,Credit Card,Shipped,,
ORD-100124,2025-05-10,C-11066,Logan Kim,logan.kim42@email.com,US,Houston,Organic Search,Running Shoes,Clothing,1,100.56,0,6.54,8.93,PayPal,Delivered,4,
ORD-100126,2024-12-09,C-11109,Ava Müller,ava.müller79@email.com,US,Chicago,Direct,Yoga Pants,Clothing,1,31.01,0,12.49,1.96,PayPal,Returned,,Not as Described
ORD-100127,2025-04-20,C-11135,Priya Williams,priya.williams22@email.com,CA,Vancouver,Paid Search,Hair Serum,Beauty,2,39.54,15,10.72,5.52,PayPal,Delivered,11,
ORD-100128,2025-05-13,C-10336,Arjun Kumar,arjun.kumar40@email.com,US,Phoenix,Referral,Kitchen Scale,Home & Kitchen,1,57.89,15,4.24,4.09,Debit Card,Delivered,10,
ORD-100129,2024-12-14,C-10987,Emma Kim,emma.kim24@email.com,US,Phoenix,Referral,Water Bottle,Home & Kitchen,3,22.22,0,6.67,3.72,Apple Pay,Delivered,4,
ORD-100131,2024-11-13,C-10329,Sophia Jones,sophia.jones11@email.com,AU,Melbourne,Social Media,Yoga Pants,Clothing,1,38.78,15,9.93,2.09,Apple Pay,Returned,,Not as Described
ORD-100132,2025-04-03,C-10605,Hans Thompson,hans.thompson35@email.com,US,Chicago,Direct,Sports Towel,Sports,1,13.8,0,0,1.34,Credit Card,Shipped,,
ORD-100133,2025-05-10,C-10297,Arjun Chen,arjun.chen22@email.com,US,Phoenix,Organic Search,Cotton T-Shirt,Clothing,2,110.37,25,4.26,10.46,Apple Pay,Delivered,11,
ORD-100134,2024-10-27,C-10817,William Garcia,william.garcia73@email.com,IN,Delhi,Paid Search,Sneakers,Clothing,1,89.96,0,10.64,6.67,Apple Pay,Delivered,13,
ORD-100135,2025-02-05,C-10932,Fatima Moore,fatima.moore73@email.com,CA,Vancouver,Direct,Polo Shirt,Clothing,1,100.78,0,11.5,8.97,Google Pay,Delivered,11,
ORD-100136,2025-05-28,C-10223,Harper Jones,harper.jones30@email.com,US,Dallas,Email,Water Bottle,Home & Kitchen,1,84.81,20,5.35,6.78,PayPal,Delivered,11,
ORD-100137,2025-05-14,C-10535,Olivia Martin,olivia.martin71@email.com,US,Phoenix,Direct,Sunscreen SPF50,Beauty,2,28.41,0,8.18,3.72,Apple Pay,Shipped,,
ORD-100138,2025-06-01,C-10209,Amelia Lee,amelia.lee57@email.com,US,Dallas,Paid Search,Sneakers,Clothing,1,120.96,0,5.72,7.35,Apple Pay,Delivered,6,
ORD-100139,2024-09-02,C-10938,Chen Ahmed,chen.ahmed54@email.com,US,New York,Paid Search,Dumbbell Set,Sports,4,71.05,20,7.31,12.89,Apple Pay,Delivered,14,
ORD-100140,2025-05-30,C-10448,Sophia Thomas,sophia.thomas58@email.com,US,Phoenix,Organic Search,Webcam HD,Electronics,1,109.08,5,0,8.15,Credit Card,Delivered,14,
ORD-100141,2024-12-22,C-11169,Elijah Müller,elijah.müller18@email.com,FR,Paris,Organic Search,Air Fryer,Home & Kitchen,1,60.75,0,8.23,5.25,Credit Card,Shipped,,
ORD-100142,2025-01-11,C-10236,Ava Ahmed,ava.ahmed97@email.com,US,New York,Paid Search,Sheet Masks,Beauty,2,31.6,20,5.19,3.32,PayPal,Delivered,12,
ORD-100144,2025-05-20,C-10573,James Kumar,james.kumar41@email.com,US,Phoenix,Email,Water Bottle,Sports,1,22.84,0,0,1.53,Credit Card,Returned,,Defective
ORD-100145,2024-07-17,C-11019,Noah Clark,noah.clark88@email.com,US,New York,Direct,Sneakers,Clothing,1,38.31,0,10.12,2.34,Debit Card,Processing,,
ORD-100146,2024-12-12,C-10999,Isabella Patel,isabella.patel29@email.com,US,New York,Email,Eye Cream,Beauty,1,57.36,0,8.67,3.87,PayPal,Shipped,,
ORD-100148,2024-09-07,C-10410,Charlotte Thompson,charlotte.thompson11@email.com,DE,Berlin,Direct,Bluetooth Speaker,Electronics,1,126.8,0,4.31,9.05,Google Pay,Processing,,
ORD-100149,2024-10-17,C-10677,Benjamin Dubois,benjamin.dubois22@email.com,DE,Berlin,Social Media,Webcam HD,Electronics,1,139.36,0,4.72,7.27,Apple Pay,Delivered,10,
ORD-100150,2025-05-18,C-10200,Mia Brown,mia.brown92@email.com,US,New York,Email,Yoga Mat,Sports,1,70.06,0,10.15,4.77,Google Pay,Cancelled,,
ORD-100152,2025-02-21,C-10403,Marie Martin,marie.martin66@email.com,UK,Manchester,Paid Search,Winter Coat,Clothing,2,89.9,0,8.38,14.13,PayPal,Shipped,,
ORD-100153,2024-12-02,C-10717,Yuki Müller,yuki.müller73@email.com,AU,Sydney,Organic Search,Face Moisturizer,Beauty,1,42.46,0,11.91,3.11,Debit Card,Returned,,Wrong Size
ORD-100154,2025-05-24,C-10612,Evelyn Dubois,evelyn.dubois53@email.com,AU,Sydney,Organic Search,Air Fryer,Home & Kitchen,3,73.81,0,8.54,20.74,Apple Pay,Shipped,,
ORD-100155,2025-05-12,C-10099,Hans Rodriguez,hans.rodriguez32@email.com,US,Austin,Social Media,Sneakers,Clothing,1,56.78,0,4.24,3.14,Credit Card,Delivered,4,
ORD-100156,2025-06-21,C-10527,Ava Davis,ava.davis45@email.com,AU,Sydney,Social Media,Wireless Earbuds,Electronics,1,49.91,5,9.23,2.84,PayPal,Shipped,,
ORD-100157,2025-06-03,C-10575,Charlotte Patel,charlotte.patel33@email.com,DE,Frankfurt,Email,Sports Towel,Sports,2,44.73,10,0,6.2,Credit Card,Cancelled,,
ORD-100158,2024-12-11,C-10887,Mia Jones,mia.jones47@email.com,US,Austin,Organic Search,Cutting Board,Home & Kitchen,4,27.89,0,5.06,10.23,Google Pay,Processing,,
ORD-100159,2024-11-24,C-10326,Arjun Davis,arjun.davis63@email.com,DE,Berlin,Social Media,USB-C Hub,Electronics,2,139.96,0,7.15,19.59,Debit Card,Delivered,2,
ORD-100160,2024-11-11,C-10321,Emma Thompson,emma.thompson85@email.com,US,Dallas,Referral,Yoga Pants,Clothing,1,82.51,15,0,6.79,Debit Card,Returned,,Defective
ORD-100161,2025-06-18,C-11155,Marie Williams,marie.williams15@email.com,DE,Hamburg,Organic Search,Dumbbell Set,Sports,1,19.35,0,0,1.57,Credit Card,Processing,,
ORD-100162,2025-06-22,C-10915,Chen Chen,chen.chen64@email.com,IN,Mumbai,Social Media,Denim Jacket,Clothing,1,121.55,0,12.36,9.5,Google Pay,Delivered,14,
ORD-100163,2024-07-18,C-10828,Noah Jones,noah.jones21@email.com,UK,Manchester,Organic Search,Resistance Bands,Sports,2,73.64,0,10.32,7.67,Debit Card,Delivered,3,
ORD-100165,2025-01-19,C-11114,Marie Miller,marie.miller88@email.com,AU,Melbourne,Direct,Sunscreen SPF50,Beauty,1,36.34,0,10.33,2.57,Credit Card,Shipped,,
ORD-100166,2025-03-09,C-11093,Mason Singh,mason.singh10@email.com,CA,Toronto,Referral,Portable Charger,Electronics,1,127.83,0,9.54,9.65,Apple Pay,Cancelled,,
ORD-100167,2024-12-22,C-10095,Wei Thompson,wei.thompson88@email.com,UK,Birmingham,Social Media,Throw Blanket,Home & Kitchen,1,79.76,5,9.69,3.94,Apple Pay,Delivered,12,
ORD-100168,2025-04-19,C-11020,Benjamin Müller,benjamin.müller23@email.com,AU,Brisbane,Organic Search,Wireless Earbuds,Electronics,2,53.73,0,12.72,6.81,Credit Card,Delivered,10,
ORD-100169,2024-10-01,C-10274,Liam Chen,liam.chen10@email.com,US,Chicago,Organic Search,Winter Coat,Clothing,1,71.08,5,0,6.0,PayPal,Cancelled,,
